shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
50817,41.842912,12.585827,1,0
50817,41.843497,12.584573,2,123
50817,41.844061,12.582673,3,293
50817,41.844244,12.582175,4,339
50817,41.844634,12.581254,5,427
50817,41.846696,12.578237,6,766
50817,41.849158,12.574588,7,1174
50817,41.849548,12.574015,8,1239
50817,41.851185,12.571603,9,1509
50817,41.852969,12.569096,10,1797
50817,41.853562,12.568197,11,1896
50817,41.853632,12.568077,12,1909
50817,41.853927,12.567566,13,1962
50817,41.854956,12.565744,14,2152
50817,41.856624,12.562672,15,2467
50817,41.856862,12.562232,16,2513
50817,41.858294,12.559663,17,2779
50817,41.859716,12.557154,18,3040
50817,41.859986,12.556678,19,3090
50817,41.860873,12.554957,20,3263
50817,41.862054,12.552644,21,3496
50817,41.862278,12.552205,22,3540
50817,41.863029,12.550713,23,3689
50817,41.863311,12.549997,24,3757
50817,41.863583,12.549041,25,3842
50817,41.863835,12.548132,26,3922
50817,41.864202,12.546801,27,4040
50817,41.864518,12.545584,28,4147
50817,41.864577,12.545169,29,4182
50817,41.864588,12.544647,30,4225
50817,41.864699,12.541423,31,4493
50817,41.864734,12.539446,32,4658
50817,41.865102,12.538140,33,4773
50817,41.866010,12.535975,34,4980
50817,41.866198,12.535525,35,5022
50817,41.867969,12.532623,36,5333
50817,41.868636,12.531606,37,5446
50817,41.869750,12.529449,38,5663
50817,41.869993,12.528979,39,5711
50817,41.870606,12.527964,40,5819
50817,41.872269,12.525942,41,6069
50817,41.874200,12.523620,42,6357
50817,41.874704,12.522974,43,6435
50817,41.876330,12.520887,44,6685
50817,41.877748,12.519007,45,6907
50817,41.878173,12.518445,46,6973
50817,41.880535,12.515654,47,7323
50817,41.881790,12.514124,48,7512
50817,41.882448,12.513323,49,7611
50817,41.884374,12.510983,50,7900
50817,41.885605,12.509567,51,8080
50817,41.885700,12.509458,52,8094
50817,41.886424,12.508755,53,8193
50817,41.886567,12.508532,54,8218
50817,41.886639,12.508500,55,8226
50817,41.889231,12.507175,56,8534
50817,41.890557,12.506499,57,8692
50817,41.892526,12.505495,58,8926
50817,41.894518,12.504432,59,9164
50817,41.894596,12.504390,60,9174
50817,41.895293,12.503950,61,9259
50817,41.896169,12.503425,62,9366
50817,41.897022,12.502910,63,9470
50817,41.898804,12.501815,64,9688
50817,41.899118,12.501553,65,9729
50817,41.900994,12.500024,66,9973
50817,41.901033,12.499974,67,9979
50817,41.902045,12.498672,68,10135
50817,41.902674,12.496273,69,10346
50817,41.902681,12.496246,70,10348
50817,41.902955,12.490216,71,10849
50817,41.903375,12.489052,72,10957
50817,41.903745,12.488664,73,11009
50817,41.903793,12.488613,74,11016
50817,41.904334,12.488417,75,11078
50817,41.905053,12.487714,76,11177
50817,41.905485,12.486886,77,11261
50817,41.906551,12.483951,78,11531
50817,41.907115,12.483197,79,11620
50817,41.907756,12.482457,80,11714
50817,41.907852,12.482354,81,11728
50817,41.909423,12.480665,82,11952
50817,41.910865,12.479077,83,12159
50817,41.912340,12.477512,84,12368
50817,41.912661,12.476766,85,12439
50817,41.912700,12.476366,86,12473
50817,41.912738,12.475974,87,12506
50817,41.912469,12.473968,88,12675
50817,41.911890,12.469584,89,13044
50817,41.911491,12.466571,90,13298
50817,41.911388,12.466142,91,13336
50817,41.910776,12.463579,92,13559
50817,41.909439,12.458127,93,14035
50817,41.909059,12.456579,94,14170
50817,41.907498,12.450158,95,14731
50817,41.907593,12.447764,96,14930
50817,41.907516,12.447384,97,14962
50817,41.907457,12.447094,98,14987
50817,41.906988,12.446456,99,15061
50817,41.905717,12.445214,100,15236
50817,41.904022,12.443295,101,15483
50817,41.902977,12.441667,102,15661
50817,41.902764,12.441254,103,15703
50817,41.901447,12.438703,104,15960
50817,41.900773,12.437753,105,16069
50817,41.899625,12.436133,106,16254
50817,41.899384,12.435235,107,16333
50817,41.899191,12.434502,108,16398
50817,41.899015,12.433834,109,16457
50817,41.898477,12.431493,110,16660
50817,41.898409,12.430896,111,16710
50817,41.898460,12.429728,112,16807
50817,41.898958,12.428050,113,16957
50817,41.899595,12.426952,114,17072
50817,41.900635,12.426372,115,17197
50817,41.901756,12.425747,116,17332
50817,41.902239,12.424977,117,17416
50817,41.902567,12.424557,118,17466
50817,41.903043,12.423073,119,17600
50817,41.903260,12.419900,120,17865
50817,41.903509,12.418983,121,17946
50817,41.903957,12.418464,122,18011
50817,41.904342,12.417958,123,18071
50817,41.906261,12.414904,124,18403
50818,41.906265,12.414898,1,0
50818,41.904342,12.417958,2,332
50818,41.903957,12.418464,3,392
50818,41.903509,12.418983,4,458
50818,41.903260,12.419900,5,539
50818,41.903043,12.423073,6,803
50818,41.902567,12.424557,7,937
50818,41.902239,12.424977,8,987
50818,41.901756,12.425747,9,1071
50818,41.900628,12.426376,10,1207
50818,41.899595,12.426952,11,1331
50818,41.898958,12.428050,12,1446
50818,41.898460,12.429728,13,1596
50818,41.898409,12.430896,14,1693
50818,41.898477,12.431493,15,1743
50818,41.899015,12.433834,16,1947
50818,41.899184,12.434473,17,2003
50818,41.899384,12.435235,18,2070
50818,41.899625,12.436133,19,2149
50818,41.900773,12.437753,20,2335
50818,41.901447,12.438703,21,2443
50818,41.902769,12.441265,22,2702
50818,41.902977,12.441667,23,2742
50818,41.904022,12.443295,24,2920
50818,41.905717,12.445214,25,3167
50818,41.906988,12.446456,26,3342
50818,41.907457,12.447094,27,3416
50818,41.907515,12.447379,28,3441
50818,41.907593,12.447764,29,3474
50818,41.907498,12.450158,30,3673
50818,41.909059,12.456579,31,4233
50818,41.909426,12.458075,32,4364
50818,41.910776,12.463579,33,4844
50818,41.911393,12.466160,34,5069
50818,41.911491,12.466571,35,5105
50818,41.911890,12.469584,36,5359
50818,41.912469,12.473968,37,5728
50818,41.912738,12.475974,38,5898
50818,41.912698,12.476381,39,5932
50818,41.912661,12.476766,40,5964
50818,41.912340,12.477512,41,6035
50818,41.910865,12.479077,42,6244
50818,41.909423,12.480665,43,6452
50818,41.907849,12.482358,44,6676
50818,41.907756,12.482457,45,6689
50818,41.907115,12.483197,46,6783
50818,41.906551,12.483951,47,6872
50818,41.905485,12.486886,48,7143
50818,41.905053,12.487714,49,7226
50818,41.904334,12.488417,50,7325
50818,41.903793,12.488613,51,7388
50818,41.903743,12.488666,52,7395
50818,41.903375,12.489052,53,7447
50818,41.902955,12.490216,54,7554
50818,41.902681,12.496246,55,8055
50818,41.902668,12.496298,56,8060
50818,41.902045,12.498672,57,8269
50818,41.901035,12.499972,58,8424
50818,41.900994,12.500024,59,8431
50818,41.899118,12.501553,60,8675
50818,41.898804,12.501815,61,8716
50818,41.897022,12.502910,62,8933
50818,41.896169,12.503425,63,9037
50818,41.895293,12.503950,64,9144
50818,41.894596,12.504390,65,9230
50818,41.894548,12.504416,66,9235
50818,41.892526,12.505495,67,9477
50818,41.890585,12.506485,68,9708
50818,41.889231,12.507175,69,9869
50818,41.886639,12.508500,70,10177
50818,41.886567,12.508532,71,10186
50818,41.886424,12.508755,72,10210
50818,41.885700,12.509458,73,10309
50818,41.885613,12.509559,74,10322
50818,41.884374,12.510983,75,10504
50818,41.882448,12.513323,76,10793
50818,41.881802,12.514110,77,10890
50818,41.880535,12.515654,78,11080
50818,41.878173,12.518445,79,11430
50818,41.877745,12.519012,80,11497
50818,41.876330,12.520887,81,11718
50818,41.874701,12.522977,82,11969
50818,41.874200,12.523620,83,12046
50818,41.872269,12.525942,84,12334
50818,41.870606,12.527964,85,12584
50818,41.869993,12.528979,86,12692
50818,41.869744,12.529461,87,12741
50818,41.868636,12.531606,88,12957
50818,41.867969,12.532623,89,13070
50818,41.866198,12.535525,90,13381
50818,41.866016,12.535959,91,13422
50818,41.865102,12.538140,92,13630
50818,41.864734,12.539446,93,13746
50818,41.864699,12.541423,94,13910
50818,41.864588,12.544647,95,14178
50818,41.864577,12.545169,96,14221
50818,41.864518,12.545584,97,14256
50818,41.864202,12.546801,98,14363
50818,41.863826,12.548163,99,14484
50818,41.863583,12.549041,100,14562
50818,41.863311,12.549997,101,14647
50818,41.863029,12.550713,102,14714
50818,41.862278,12.552205,103,14863
50818,41.862053,12.552645,104,14907
50818,41.860873,12.554957,105,15140
50818,41.859986,12.556678,106,15314
50818,41.859716,12.557155,107,15363
50818,41.858294,12.559663,108,15625
50818,41.856862,12.562232,109,15891
50818,41.856624,12.562672,110,15936
50818,41.854956,12.565744,111,16251
50818,41.853927,12.567566,112,16441
50818,41.853652,12.568042,113,16491
50818,41.853562,12.568197,114,16507
50818,41.852969,12.569096,115,16607
50818,41.851185,12.571603,116,16894
50818,41.849570,12.573981,117,17161
50818,41.849158,12.574588,118,17229
50818,41.846696,12.578237,119,17637
50818,41.844634,12.581254,120,17977
50818,41.844244,12.582175,121,18065
50818,41.844061,12.582673,122,18111
50818,41.843497,12.584573,123,18280
50818,41.842915,12.585821,124,18403
