route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,exceptional
60,1#1,1#2415-4,"LGO PUGLIESE","23820622",0,"",57625,0,0
60,1#1,1#2415-5,"P.ZA VENEZIA","23820630",1,"",64141,0,0
60,1#1,1#2415-6,"LGO PUGLIESE","23820620",0,"",57625,0,0
60,1#1,1#2415-7,"P.ZA VENEZIA","23820615",1,"",64141,0,0
60,1#1,1#2415-8,"LGO PUGLIESE","23820621",0,"",57625,0,0
60,1#1,1#2415-9,"P.ZA VENEZIA","23820616",1,"",64141,0,0
60,1#1,1#2415-10,"LGO PUGLIESE","23820623",0,"",57625,0,0
60,1#1,1#2415-11,"P.ZA VENEZIA","23820631",1,"",64141,0,0
60,1#1,1#2415-12,"LGO PUGLIESE","23820624",0,"",57625,0,0
60,1#1,1#2415-13,"P.ZA VENEZIA","23820632",1,"",64141,0,0
60,1#1,1#2415-14,"LGO PUGLIESE","23820625",0,"",57625,0,0
60,1#1,1#2415-15,"P.ZA VENEZIA","23820633",1,"",64141,0,0
60,1#1,1#2415-16,"LGO PUGLIESE","23820626",0,"",57625,0,0
60,1#1,1#2415-17,"P.ZA VENEZIA","23820613",1,"",64141,0,0
60,1#1,1#2415-18,"LGO PUGLIESE","23820627",0,"",57625,0,0
60,1#1,1#2415-19,"P.ZA VENEZIA","23820614",1,"",64141,0,0
60,1#1,1#2415-20,"LGO PUGLIESE","23820617",0,"",57625,0,0
60,1#1,1#2415-21,"P.ZA VENEZIA","23820629",1,"",64141,0,0
60,1#1,1#2415-22,"LGO PUGLIESE","23820618",0,"",57625,0,0
60,1#1,1#2415-23,"P.ZA VENEZIA","23820628",1,"",64141,0,0
60,1#1,1#2415-24,"LGO PUGLIESE","23820619",0,"",57625,0,0
60,1#15,1#2416-4,"LGO PUGLIESE","22302382",0,"",57625,0,0
60,1#15,1#2416-5,"P.ZA VENEZIA","22302368",1,"",64141,0,0
60,1#15,1#2416-6,"LGO PUGLIESE","22302369",0,"",57625,0,0
60,1#15,1#2416-7,"P.ZA VENEZIA","22302383",1,"",64141,0,0
60,1#15,1#2416-8,"LGO PUGLIESE","22302370",0,"",57625,0,0
60,1#15,1#2416-9,"P.ZA VENEZIA","22302367",1,"",64141,0,0
60,1#15,1#2416-10,"LGO PUGLIESE","22302372",0,"",57625,0,0
60,1#15,1#2416-11,"P.ZA VENEZIA","22302391",1,"",64141,0,0
60,1#15,1#2416-12,"LGO PUGLIESE","22302375",0,"",57625,0,0
60,1#15,1#2416-13,"P.ZA VENEZIA","22302387",1,"",64141,0,0
60,1#15,1#2416-14,"LGO PUGLIESE","22302379",0,"",57625,0,0
60,1#15,1#2416-15,"P.ZA VENEZIA","22302365",1,"",64141,0,0
60,1#15,1#2416-16,"LGO PUGLIESE","22302380",0,"",57625,0,0
60,1#15,1#2416-17,"P.ZA VENEZIA","22302366",1,"",64141,0,0
60,1#15,1#2416-18,"LGO PUGLIESE","22302381",0,"",57625,0,0
60,1#15,1#2416-19,"P.ZA VENEZIA","22302384",1,"",64141,0,0
60,1#15,1#2416-20,"LGO PUGLIESE","22302371",0,"",57625,0,0
60,1#15,1#2416-21,"P.ZA VENEZIA","22302385",1,"",64141,0,0
60,1#15,1#2416-22,"LGO PUGLIESE","22302373",0,"",57625,0,0
60,1#15,1#2416-23,"P.ZA VENEZIA","22302386",1,"",64141,0,0
60,1#15,1#2416-24,"LGO PUGLIESE","22302374",0,"",57625,0,0
60,1#15,1#2416-25,"P.ZA VENEZIA","22302390",1,"",64141,0,0
60,1#15,1#2416-26,"LGO PUGLIESE","22302376",0,"",57625,0,0
60,1#15,1#2416-27,"P.ZA VENEZIA","22302388",1,"",64141,0,0
60,1#15,1#2416-28,"LGO PUGLIESE","22302377",0,"",57625,0,0
60,1#15,1#2416-29,"P.ZA VENEZIA","22302389",1,"",64141,0,0
60,1#15,1#2416-30,"LGO PUGLIESE","22302378",0,"",57625,0,0
60,1#20,1#2417-4,"LGO PUGLIESE","24912897",0,"",57625,0,0
60,1#20,1#2417-5,"P.ZA VENEZIA","24912899",1,"",64141,0,0
60,1#20,1#2417-6,"LGO PUGLIESE","24912886",0,"",57625,0,0
60,1#20,1#2417-7,"P.ZA VENEZIA","24912900",1,"",64141,0,0
60,1#20,1#2417-8,"LGO PUGLIESE","24912901",0,"",57625,0,0
60,1#20,1#2417-9,"P.ZA VENEZIA","24912902",1,"",64141,0,0
60,1#20,1#2417-10,"LGO PUGLIESE","24912903",0,"",57625,0,0
60,1#20,1#2417-11,"P.ZA VENEZIA","24912891",1,"",64141,0,0
60,1#20,1#2417-12,"LGO PUGLIESE","24912893",0,"",57625,0,0
60,1#20,1#2417-13,"P.ZA VENEZIA","24912894",1,"",64141,0,0
60,1#20,1#2417-14,"LGO PUGLIESE","24912887",0,"",57625,0,0
60,1#20,1#2417-15,"P.ZA VENEZIA","24912898",1,"",64141,0,0
60,1#20,1#2417-16,"LGO PUGLIESE","24912905",0,"",57625,0,0
60,1#20,1#2417-17,"P.ZA VENEZIA","24912896",1,"",64141,0,0
60,1#20,1#2417-18,"LGO PUGLIESE","24912895",0,"",57625,0,0
60,1#20,1#2417-19,"P.ZA VENEZIA","24912888",1,"",64141,0,0
60,1#20,1#2417-20,"LGO PUGLIESE","24912889",0,"",57625,0,0
60,1#20,1#2417-21,"P.ZA VENEZIA","24912890",1,"",64141,0,0
60,1#20,1#2417-22,"LGO PUGLIESE","24912884",0,"",57625,0,0
60,1#20,1#2417-23,"P.ZA VENEZIA","24912885",1,"",64141,0,0
60,1#20,1#2417-24,"LGO PUGLIESE","24912904",0,"",57625,0,0
60,1#20,1#2417-25,"P.ZA VENEZIA","24912906",1,"",64141,0,0
60,1#20,1#2417-26,"LGO PUGLIESE","24912907",0,"",57625,0,0
60,1#20,1#2417-27,"P.ZA VENEZIA","24912908",1,"",64141,0,0
60,1#20,1#2417-28,"LGO PUGLIESE","24912892",0,"",57625,0,0
60,1#20,1#2417-29,"P.ZA VENEZIA","24912883",1,"",64141,0,0
60,1#20,1#2418-4,"LGO PUGLIESE","24912929",0,"",57625,0,0
60,1#20,1#2418-5,"P.ZA VENEZIA","24912923",1,"",64141,0,0
60,1#20,1#2418-6,"LGO PUGLIESE","24912924",0,"",57625,0,0
60,1#20,1#2418-7,"P.ZA VENEZIA","24912925",1,"",64141,0,0
60,1#20,1#2418-8,"LGO PUGLIESE","24912926",0,"",57625,0,0
60,1#20,1#2418-9,"P.ZA VENEZIA","24912927",1,"",64141,0,0
60,1#20,1#2418-10,"LGO PUGLIESE","24912914",0,"",57625,0,0
60,1#20,1#2418-11,"P.ZA VENEZIA","24912919",1,"",64141,0,0
60,1#20,1#2418-12,"LGO PUGLIESE","24912920",0,"",57625,0,0
60,1#20,1#2418-13,"P.ZA VENEZIA","24912915",1,"",64141,0,0
