shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
64147,41.977818,12.529968,1,0
64147,41.977727,12.529983,2,10.0872
64147,41.977698,12.529867,3,20.0875
64147,41.977670,12.529768,4,28.6793
64147,41.977653,12.529680,5,36.1059
64147,41.977625,12.529525,6,49.1133
64147,41.977642,12.529453,7,55.2319
64147,41.977643,12.529397,8,59.8543
64147,41.977635,12.529323,9,65.9005
64147,41.977617,12.529263,10,71.1851
64147,41.977593,12.529223,11,75.3235
64147,41.977565,12.529187,12,79.626
64147,41.977525,12.529157,13,84.6331
64147,41.977487,12.529138,14,89.0791
64147,41.977443,12.529135,15,93.8204
64147,41.977402,12.529142,16,98.4042
64147,41.977367,12.529158,17,102.462
64147,41.977315,12.529202,18,109.12
64147,41.977285,12.529242,19,113.742
64147,41.977265,12.529292,20,118.366
64147,41.977253,12.529342,21,122.636
64147,41.977250,12.529395,22,126.999
64147,41.977252,12.529470,23,133.115
64147,41.977267,12.529518,24,137.381
64147,41.977288,12.529555,25,141.194
64147,41.977327,12.529610,26,147.328
64147,41.977355,12.529643,27,151.446
64147,41.977407,12.529697,28,158.57
64147,41.977463,12.529778,29,167.66
64147,41.977517,12.529895,30,178.812
64147,41.977595,12.530177,31,203.313
64147,41.977675,12.530482,32,229.665
64147,41.977713,12.530698,33,247.814
64147,41.977735,12.530857,34,260.935
64147,41.977750,12.531005,35,273.136
64147,41.977757,12.531168,36,286.469
64147,41.977742,12.531505,37,313.959
64147,41.977722,12.531667,38,327.316
64147,41.977682,12.531830,39,341.328
64147,41.977642,12.531975,40,353.928
64147,41.977580,12.532137,41,368.728
64147,41.977492,12.532342,42,388.023
64147,41.977420,12.532467,43,400.872
64147,41.977340,12.532595,44,414.502
64147,41.977228,12.532735,45,431.205
64147,41.977162,12.532797,46,440.054
64147,41.977102,12.532862,47,448.482
64147,41.977025,12.532927,48,458.392
64147,41.976938,12.532993,49,469.307
64147,41.976802,12.533082,50,485.882
64147,41.976723,12.533127,51,495.191
64147,41.976640,12.533167,52,504.861
64147,41.976537,12.533200,53,516.471
64147,41.976485,12.533213,54,522.218
64147,41.976388,12.533235,55,532.924
64147,41.976305,12.533245,56,542.064
64147,41.976192,12.533247,57,554.444
64147,41.976160,12.533193,58,560
64147,41.976042,12.533243,59,573.614
64147,41.975902,12.533238,60,588.981
64147,41.975765,12.533247,61,603.993
64147,41.975613,12.533275,62,620.795
64147,41.975548,12.533295,63,628.113
64147,41.975428,12.533333,64,641.649
64147,41.975293,12.533387,65,657.092
64147,41.975030,12.533518,66,687.933
64147,41.974763,12.533697,67,720.634
64147,41.974580,12.533855,68,744.566
64147,41.974367,12.534088,69,774.781
64147,41.974230,12.534247,70,794.604
64147,41.974122,12.534418,71,813.012
64147,41.974053,12.534538,72,825.371
64147,41.973990,12.534657,73,837.295
64147,41.973890,12.534883,74,858.855
64147,41.973782,12.535158,75,884.317
64147,41.973712,12.535160,76,892
64147,41.973720,12.535343,77,906.869
64147,41.973672,12.535517,78,921.849
64147,41.973637,12.535638,79,932.405
64147,41.973573,12.535797,80,946.949
64147,41.973507,12.535958,81,961.902
64147,41.973433,12.536068,82,973.843
64147,41.973398,12.536123,83,979.695
64147,41.973332,12.536230,84,990.959
64147,41.973165,12.536433,85,1015.41
64147,41.973085,12.536508,86,1026
64147,41.973007,12.536563,87,1035.6
64147,41.972898,12.536625,88,1048.37
64147,41.972775,12.536682,89,1062.51
64147,41.972680,12.536722,90,1073.31
64147,41.972565,12.536755,91,1086.08
64147,41.972527,12.536687,92,1093
64147,41.972383,12.536770,93,1110.12
64147,41.972257,12.536767,94,1124.01
64147,41.972098,12.536750,95,1141.41
64147,41.972027,12.536713,96,1149.82
64147,41.971965,12.536613,97,1160.43
64147,41.971923,12.536558,98,1166.84
64147,41.971880,12.536500,99,1173.57
64147,41.971757,12.536350,100,1191.82
64147,41.971622,12.536245,101,1208.93
64147,41.971492,12.536152,102,1225.09
64147,41.971438,12.536113,103,1231.73
64147,41.971350,12.536080,104,1241.78
64147,41.971245,12.536040,105,1253.75
64147,41.970937,12.535912,106,1289.13
64147,41.970727,12.535825,107,1313.21
64147,41.970555,12.535707,108,1334.37
64147,41.970450,12.535543,109,1352
64147,41.970348,12.535523,110,1363.37
64147,41.970277,12.535457,111,1373.03
64147,41.970147,12.535333,112,1390.66
64147,41.970028,12.535198,113,1407.87
64147,41.969933,12.535092,114,1421.59
64147,41.969843,12.534963,115,1436.13
64147,41.969770,12.534857,116,1448.12
64147,41.969672,12.534712,117,1464.3
64147,41.969612,12.534613,118,1474.79
64147,41.969582,12.534533,119,1482.19
64147,41.969530,12.534433,120,1492.24
64147,41.969483,12.534328,121,1502.33
64147,41.969403,12.534137,122,1520.47
64147,41.969368,12.533998,123,1532.54
64147,41.969322,12.533877,124,1543.84
64147,41.969280,12.533753,125,1555.03
64147,41.969255,12.533578,126,1569.74
64147,41.969235,12.533447,127,1580.84
64147,41.969210,12.533308,128,1592.6
64147,41.969207,12.533155,129,1605.27
64147,41.969177,12.533002,130,1618.37
64147,41.969158,12.532900,131,1627.01
64147,41.969145,12.532827,132,1633.24
64147,41.969102,12.532642,133,1649.26
64147,41.969085,12.532585,134,1654.29
64147,41.969060,12.532533,135,1659.38
64147,41.968907,12.532073,136,1701
64147,41.968587,12.531713,137,1747.11
64147,41.968520,12.531630,138,1757.17
64147,41.967547,12.533013,139,1913.75
64147,41.967312,12.532608,140,1956
64147,41.967093,12.532420,141,1984.68
64147,41.966278,12.531422,142,2106.62
64147,41.966233,12.531365,143,2113.44
64147,41.966190,12.531425,144,2120.32
64147,41.965910,12.531727,145,2160
64147,41.965762,12.532023,146,2189.54
64147,41.965043,12.531133,147,2297.98
64147,41.964890,12.530943,148,2321.13
64147,41.964778,12.530625,149,2350.22
64147,41.964718,12.530467,150,2364.91
64147,41.964710,12.530343,151,2375.16
64147,41.964655,12.530100,152,2396.19
64147,41.964643,12.529917,153,2411.41
64147,41.964610,12.529567,154,2440.6
64147,41.964652,12.529302,155,2463
64147,41.964583,12.529273,156,2470.87
64147,41.964502,12.528682,157,2520.28
64147,41.964497,12.528640,158,2523.75
64147,41.964458,12.528220,159,2558.5
64147,41.964430,12.528012,160,2575.89
64147,41.964453,12.527907,161,2584.89
64147,41.964482,12.527838,162,2591.3
64147,41.964502,12.527788,163,2595.96
64147,41.964532,12.527738,164,2601.23
64147,41.964582,12.527693,165,2607.86
64147,41.964718,12.527632,166,2623.73
64147,41.964768,12.527560,167,2631.78
64147,41.964803,12.527522,168,2636.76
64147,41.964838,12.527467,169,2642.69
64147,41.964863,12.527413,170,2647.87
64147,41.964888,12.527347,171,2653.99
64147,41.964913,12.527240,172,2663.18
64147,41.964928,12.527170,173,2669.16
64147,41.964913,12.527035,174,2680.36
64147,41.964903,12.526988,175,2684.35
64147,41.964873,12.526923,176,2690.63
64147,41.964828,12.526863,177,2697.61
64147,41.964733,12.526773,178,2710.42
64147,41.964637,12.526723,179,2721.82
64147,41.964592,12.526713,180,2726.84
64147,41.964487,12.526673,181,2738.85
64147,41.964350,12.526617,182,2754.59
64147,41.964255,12.526587,183,2765.33
64147,41.964145,12.526557,184,2777.68
64147,41.963978,12.526502,185,2796.57
64147,41.963863,12.526467,186,2809.55
64147,41.963803,12.526432,187,2816.75
64147,41.963748,12.526392,188,2823.63
64147,41.963682,12.526315,189,2833.3
64147,41.963623,12.526153,190,2848.05
64147,41.963612,12.526102,191,2852.48
64147,41.963597,12.526042,192,2857.68
64147,41.963577,12.525958,193,2864.86
64147,41.963557,12.525903,194,2869.89
64147,41.963525,12.525855,195,2875.17
64147,41.963482,12.525827,196,2880.48
64147,41.963430,12.525788,197,2886.98
64147,41.963378,12.525772,198,2892.82
64147,41.963337,12.525773,199,2897.41
64147,41.963283,12.525788,200,2903.41
64147,41.963157,12.525798,201,2917.37
64147,41.963060,12.525832,202,2928.35
64147,41.962762,12.525893,203,2961.57
64147,41.962697,12.525890,204,2968.72
64147,41.962283,12.525772,205,3015.23
64147,41.961972,12.525615,206,3051.86
